animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color
A708683,2015-04-28,Birdie,2015-08-03T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Cream Tabby
A708684,2015-04-28,Bobbie,2015-08-03T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Cream Tabby/White
A708667,2009-07-30,Phantom,2015-08-03T00:00:00-05:00,08-2015,Adoption,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Black
A708422,2015-03-27,*Giblets,2015-08-03T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A708423,2015-03-27,*Gilbert,2015-08-03T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A708113,2015-03-23,Dinker,2015-08-03T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Brown Tabby
A707571,2013-07-14,*Mason,2015-08-03T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Longhair Mix,Brown Tabby/White
A704423,2012-06-04,Max,2015-08-03T00:00:00-05:00,08-2015,Transfer,Partner,Dog,Neutered Male,3 years,Border Collie Mix,Black/White
A709067,2015-02-04,Earlene,2015-08-05T00:00:00-05:00,08-2015,Return to Owner,,Dog,Intact Female,5 months,Boxer Mix,Black/White
A702654,2015-03-08,*Amber,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A702655,2015-04-07,*Mica,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
A704952,2015-05-11,*Tommy,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Brown Tabby
A705613,2015-04-19,*Giovanni,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Longhair Mix,Blue Tabby
A709161,2014-08-05,*Mitzi,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A709162,2015-07-17,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Siamese,Lilac Point
A709163,2015-07-17,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Black
A709165,2015-07-17,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A709166,2015-07-17,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A709167,2015-07-17,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A709168,2015-07-17,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A709298,2015-06-30,*Rob,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A709299,2015-06-30,*Jon,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A709300,2015-06-30,*Bran,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A709301,2015-06-30,*Sansa,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A709302,2015-06-30,*Rickon,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A709303,2015-06-30,*Arya,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A709313,2014-02-07,*Philippa,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A709314,2015-07-21,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A709315,2015-07-21,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A709316,2015-07-21,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A709317,2015-07-21,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A709318,2015-07-21,,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby
A707352,2015-05-27,*Graybles,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A707350,2013-07-11,*Lily,2015-08-11T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Spayed Female,2 years,Siamese Mix,Lynx Point
A703324,2009-05-23,Goose,2015-08-14T00:00:00-05:00,08-2015,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Blue/White
A689467,2011-04-06,Sammy,2015-08-15T00:00:00-05:00,08-2015,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
A709955,2014-08-15,*Silas,2015-08-22T00:00:00-05:00,08-2015,Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/White
A708175,2015-06-24,Scout,2015-08-23T00:00:00-05:00,08-2015,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,White/Black
A710645,2014-08-25,,2015-08-26T00:00:00-05:00,08-2015,Transfer,Partner,Other,Unknown,1 year,Ringtail Mix,Fawn/Black
A710624,2015-08-22,,2015-08-26T00:00:00-05:00,08-2015,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Calico
A694795,2014-01-04,Rosie,2015-08-27T00:00:00-05:00,08-2015,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A710406,2014-08-22,,2015-08-27T00:00:00-05:00,08-2015,Transfer,Partner,Other,Unknown,1 year,Hamster,Tan/White
A710407,2014-08-22,,2015-08-27T00:00:00-05:00,08-2015,Transfer,Partner,Other,Unknown,1 year,Hamster,Brown
A710408,2014-08-22,,2015-08-27T00:00:00-05:00,08-2015,Transfer,Partner,Other,Unknown,1 year,Hamster,Gray
A708146,2015-05-31,Mittens,2015-08-29T00:00:00-05:00,08-2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A709338,2008-08-07,Tiny,2015-08-30T00:00:00-05:00,08-2015,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Longhair Mix,White
A710099,2014-08-17,*Sandy,2015-08-30T00:00:00-05:00,08-2015,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Buff
A710086,2013-08-17,Niko,2015-08-30T00:00:00-05:00,08-2015,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
A710134,2014-03-18,*Eddie,2015-08-30T00:00:00-05:00,08-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black
A710797,2014-05-15,Rusty,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Dog,Neutered Male,1 year,English Pointer Mix,Brown/White
A710635,2014-08-27,*Wally,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Fawn/White
A710095,2014-08-17,*Danny,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Buff
A710071,2015-06-17,*Herb,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A710072,2015-06-17,*Hamilton,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A709432,2014-12-08,*Viola,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Dog,Spayed Female,8 months,Border Collie Mix,Black/White
A709484,2015-04-09,*Walter,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A708292,2015-06-18,*Obie,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A683666,2014-06-22,,2015-09-01T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Cream Tabby
A710913,2013-09-03,,2015-09-08T00:00:00-05:00,09-2015,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A711722,2015-08-28,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711723,2015-08-28,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711724,2015-08-28,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711725,2015-08-28,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A711726,2015-08-28,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White
A711728,2015-08-26,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Ragdoll Mix,Lilac Point
A711729,2015-08-26,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby/White
A711730,2015-08-26,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Longhair Mix,Brown Tabby
A711731,2015-08-26,,2015-09-11T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A705930,2014-06-22,Bleu,2015-09-11T00:00:00-05:00,09-2015,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Chocolate/White
A710565,2015-08-24,*Ora Lee,2015-09-12T00:00:00-05:00,09-2015,Missing,,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White
A707834,2010-07-18,Toledo,2015-09-13T00:00:00-05:00,09-2015,Adoption,,Dog,Neutered Male,5 years,Toy Poodle,White
A711323,2015-09-01,,2015-09-13T00:00:00-05:00,09-2015,Euthanasia,Suffering,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black
A708983,2015-06-11,,2015-09-13T00:00:00-05:00,09-2015,Missing,In Kennel,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A711903,2015-08-04,*Clarence,2015-09-17T00:00:00-05:00,09-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A712450,2015-07-08,,2015-09-24T00:00:00-05:00,09-2015,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/White
A712675,2009-04-26,Lady,2015-09-26T00:00:00-05:00,09-2015,Return to Owner,,Dog,Spayed Female,6 years,Australian Shepherd Mix,Tricolor
A712534,2014-03-24,Chiwa,2015-09-27T00:00:00-05:00,09-2015,Return to Owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A712843,2014-09-29,,2015-09-29T00:00:00-05:00,09-2015,Died,Enroute,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White
A712809,2015-07-21,*Pixie,2015-10-03T00:00:00-05:00,10-2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A712857,2013-09-29,*Collin,2015-10-07T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,Brown Brindle
A713454,2009-10-07,,2015-10-10T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,White
A713019,2015-09-01,*Tywin,2015-10-11T00:00:00-05:00,10-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A713756,2013-10-12,,2015-10-12T00:00:00-05:00,10-2015,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair Mix,White/Brown Tabby
A713610,2014-07-09,Poppi,2015-10-16T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White
A711583,2014-09-09,Big Head,2015-10-16T00:00:00-05:00,10-2015,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A653755,2013-02-23,Bambi,2015-10-16T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Brown
A713929,2013-05-15,Wingman,2015-10-17T00:00:00-05:00,10-2015,Adoption,,Cat,Neutered Male,2 years,Siamese Mix,Seal Point
A711514,2015-08-02,*Dakota,2015-10-17T00:00:00-05:00,10-2015,Adoption,Foster,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Blue Merle/White
A708644,2013-07-29,*Autumn,2015-10-17T00:00:00-05:00,10-2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A711584,2015-08-09,Kitty,2015-10-18T00:00:00-05:00,10-2015,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A713852,2015-08-14,Peach,2015-10-18T00:00:00-05:00,10-2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A713659,2009-04-10,Ava,2015-10-18T00:00:00-05:00,10-2015,Adoption,,Cat,Spayed Female,6 years,Domestic Medium Hair Mix,Tortie
A714259,2015-10-13,,2015-10-20T00:00:00-05:00,10-2015,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A710994,2013-08-31,Bronson,2015-10-21T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Neutered Male,2 years,Bull Terrier,Brown Brindle/White
A594702,2009-06-10,Indy,2015-10-21T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White
A714050,2015-09-10,*Brian,2015-10-23T00:00:00-05:00,10-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A714057,2014-10-17,Princess,2015-10-24T00:00:00-05:00,10-2015,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A714386,2015-08-27,,2015-10-24T00:00:00-05:00,10-2015,Adoption,,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Sable/Buff
A697261,2014-11-20,Roltan,2015-10-24T00:00:00-05:00,10-2015,Adoption,,Dog,Neutered Male,11 months,Schnauzer Giant Mix,Black/White
A714226,2008-10-24,Lars,2015-10-26T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Black/Brown
A714366,2012-10-22,,2015-10-26T00:00:00-05:00,10-2015,Transfer,Partner,Bird,Unknown,3 years,Goose Mix,White/Gray
A714051,2015-09-10,*Brad,2015-10-26T00:00:00-05:00,10-2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A713835,2013-10-14,,2015-10-26T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Brown
A713871,2008-12-03,Riley Grace,2015-10-26T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Spayed Female,6 years,Border Collie Mix,Black
A714379,2014-04-22,*Eddie,2015-10-28T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Neutered Male,1 year,Siberian Husky Mix,Brown/Black
A714510,2014-10-24,Simon,2015-10-28T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier Mix,White/Black
A713620,2011-11-09,Cosette,2015-10-28T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Intact Female,3 years,Siberian Husky Mix,White
A712836,2015-01-29,*Bambi,2015-10-28T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Spayed Female,8 months,Pit Bull Mix,Brown/White
A713171,2014-10-03,*Bruce,2015-10-28T00:00:00-05:00,10-2015,Transfer,Partner,Dog,Neutered Male,1 year,Queensland Heeler Mix,Tricolor
A714596,2014-10-25,*Cooper,2015-10-31T00:00:00-05:00,10-2015,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,White/Black
A714384,2013-10-22,Solavino,2015-11-01T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tricolor
A714775,2013-10-27,Mimi,2015-11-01T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Tan
A714776,2015-05-27,Juan,2015-11-01T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Tricolor
A714608,2014-10-25,*Pugsly,2015-11-01T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Pug Mix,White/Tan
A714726,2014-04-27,*Victor,2015-11-01T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair/Dachshund,Brown/White
A714736,2013-10-27,*Marty,2015-11-02T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Yellow
A714837,2014-12-28,*Afina,2015-11-02T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,10 months,Pit Bull Mix,Tan/White
A663422,2011-09-18,Sparky Rex,2015-11-02T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,4 years,German Shepherd/Rottweiler,Chocolate/Tan
A714068,2015-09-17,*Saturn,2015-11-03T00:00:00-05:00,11-2015,Died,In Kennel,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A433746,2006-04-09,Evette,2015-11-04T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,9 years,Australian Shepherd Mix,White/Brown
A715146,2012-11-01,*Ferdinand,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Male,3 years,German Shepherd Mix,Tan/White
A715234,2013-11-02,,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Red/White
A715121,2013-10-31,Coqueta,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Golden Retriever Mix,Gold
A715127,2014-10-31,*Maddie,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Black
A715139,2015-03-03,,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,8 months,Australian Cattle Dog/Bull Terrier,White/Red Tick
A714820,2015-04-28,*Lizzie,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle
A714878,2007-10-29,Bean,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,8 years,Jack Russell Terrier/Chihuahua Shorthair,Black/White
A714879,2014-10-29,,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/Brown
A714875,2014-12-29,*Cookiemonst,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,10 months,Black/Tan Hound Mix,Tricolor
A713392,2015-07-15,*Basil,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Black/White
A712426,2014-09-22,*Pope,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees Mix,White
A609622,2007-09-11,Cory,2015-11-05T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Shorthair/Wire Hair Fox Terrier,Gold
A713457,2014-10-07,*Hiram,2015-11-07T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Bull Terrier/Boxer,Brown Brindle/White
A700792,2013-04-19,Kit,2015-11-07T00:00:00-05:00,11-2015,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A715357,2014-11-04,*Roxy,2015-11-08T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever/Pembroke Welsh Corgi,Black
A715345,2015-01-04,*Jordy,2015-11-08T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever Mix,Yellow
A715280,2015-09-03,*Pauly,2015-11-08T00:00:00-05:00,11-2015,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tricolor
A715089,2014-10-31,,2015-11-08T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A714869,2014-10-29,Figaro,2015-11-08T00:00:00-05:00,11-2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown
A714714,2015-08-16,Jojo,2015-11-08T00:00:00-05:00,11-2015,Return to Owner,,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Blue Merle/Tan
A713720,2014-10-11,*Griffin,2015-11-08T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Schnauzer Giant Mix,Black
A714029,2015-08-23,Ghost,2015-11-08T00:00:00-05:00,11-2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie Point
A715556,2015-08-05,,2015-11-09T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A715558,2015-09-06,,2015-11-09T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A715733,2015-10-31,,2015-11-09T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Orange/Orange Tabby
A697762,2014-02-27,Socks,2015-11-09T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,1 year,Boxer Mix,Tan
A715618,2013-11-06,,2015-11-10T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Male,2 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Tan
A715283,2014-11-03,*Maja,2015-11-10T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees/Labrador Retriever,White/Tan
A714836,2013-10-28,Desiree,2015-11-10T00:00:00-05:00,11-2015,Return to Owner,,Dog,Spayed Female,2 years,Border Collie Mix,White/Brown
A711319,2014-09-05,*Leah,2015-11-11T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A708645,2015-07-12,*Spring,2015-11-11T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A714876,2012-10-29,*Newton,2015-11-11T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A712403,2015-05-22,Kawhi,2015-11-11T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
A713163,2011-10-03,*Peanut,2015-11-11T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue Tabby
A715106,2011-10-31,Ms Kitty,2015-11-11T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White
A531969,2008-03-06,Black,2015-11-13T00:00:00-05:00,11-2015,Return to Owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Black/White
A716131,2014-01-15,Spike,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow
A716220,2011-11-16,Easy,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,4 years,Dachshund Mix,Black/Tan
A716236,2015-06-17,,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
A715820,2015-08-10,*Pru,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A715740,2015-08-09,*Hoshi,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Tabby/White
A715755,2015-09-24,,2015-11-17T00:00:00-05:00,11-2015,Adoption,,Dog,Spayed Female,1 month,Dachshund Mix,Blue Merle
A716096,2015-10-14,*Cynda,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A715699,2015-01-12,Buck,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby/White
A715700,2015-01-12,Minnie,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby
A715446,2014-12-04,Pooh,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White
A715447,2014-12-04,Pappy,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White
A715004,2015-08-29,*Coal,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A715005,2015-08-29,*Onyx,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A715287,2014-12-03,Bernabe,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Brown Tabby
A715297,2015-08-27,Moonshadow,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
A715298,2015-08-27,Domino,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A715218,2015-08-02,*Tyra,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A715219,2015-08-02,*Talisa,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
